Freq.;V(out)/V(p001)
4.26579518801588e+03;(5.30949632066166e+01dB,6.77902145284800e+00°)
4.36515832240161e+03;(5.26389696590211e+01dB,6.57949905285205e+00°)
4.46683592150958e+03;(5.21857931198254e+01dB,6.38789812326545e+00°)
4.57088189614870e+03;(5.17352782390356e+01dB,6.20374739481050e+00°)
4.67735141287193e+03;(5.12872795088139e+01dB,6.02661371341794e+00°)
4.78630092322633e+03;(5.08416605233314e+01dB,5.85609824258468e+00°)
4.89778819368441e+03;(5.03982933036638e+01dB,5.69183311918127e+00°)
5.01187233627267e+03;(4.99570576840526e+01dB,5.53347847339651e+00°)
5.12861383991359e+03;(4.95178407489093e+01dB,5.38071979891641e+00°)
5.24807460249767e+03;(4.90805363193672e+01dB,5.23326559747326e+00°)
5.37031796370247e+03;(4.86450444825085e+01dB,5.09084528905191e+00°)
5.49540873857618e+03;(4.82112711599641e+01dB,4.95320733472578e+00°)
5.62341325190342e+03;(4.77791277110234e+01dB,4.82011756257003e+00°)
5.75439937337150e+03;(4.73485305678998e+01dB,4.69135766275751e+00°)
5.88843655355582e+03;(4.69194009005911e+01dB,4.56672383631271e+00°)
6.02559586074351e+03;(4.64916643069587e+01dB,4.44602557444765e+00°)
6.16595001861475e+03;(4.60652505267883e+01dB,4.32908456514186e+00°)
6.30957344480186e+03;(4.56400931785364e+01dB,4.21573369613544e+00°)
6.45654229034648e+03;(4.52161295148199e+01dB,4.10581616215165e+00°)
6.60693448007588e+03;(4.47933001959652e+01dB,3.99918464887980e+00°)
6.76082975391974e+03;(4.43715490807857e+01dB,3.89570059467874e+00°)
6.91830970918928e+03;(4.39508230314722e+01dB,3.79523352192483e+00°)
7.07945784384129e+03;(4.35310717332361e+01dB,3.69766042486171e+00°)
7.24435960074981e+03;(4.31122475263624e+01dB,3.60286521388946e+00°)
7.41310241300909e+03;(4.26943052484925e+01dB,3.51073820816211e+00°)
7.58577575029175e+03;(4.22772020902415e+01dB,3.42117567173537e+00°)
7.76247116628682e+03;(4.18608974586632e+01dB,3.33407938923426e+00°)
7.94328234724272e+03;(4.14453528495727e+01dB,3.24935627734326e+00°)
8.12830516164089e+03;(4.10305317303373e+01dB,3.16691802967801e+00°)
8.31763771102661e+03;(4.06163994277426e+01dB,3.08668078811767e+00°)
8.51138038202366e+03;(4.02029230245515e+01dB,3.00856484358621e+00°)
8.70963589956070e+03;(3.97900712632174e+01dB,2.93249435889515e+00°)
8.91250938133735e+03;(3.93778144533981e+01dB,2.85839711538316e+00°)
9.12010839355898e+03;(3.89661243879155e+01dB,2.78620427655336e+00°)
9.33254300796979e+03;(3.85549742617859e+01dB,2.71585017256230e+00°)
9.54992586021424e+03;(3.81443385969591e+01dB,2.64727210109239e+00°)
9.77237220955799e+03;(3.77341931719233e+01dB,2.58041014039589e+00°)
9.99999999999987e+03;(3.73245149554541e+01dB,2.51520697993374e+00°)
1.02329299228074e+04;(3.69152820431001e+01dB,2.45160776127025e+00°)
1.04712854805089e+04;(3.65064735995615e+01dB,2.38955993047069e+00°)
1.07151930523759e+04;(3.60980698020219e+01dB,2.32901310319274e+00°)
1.09647819614317e+04;(3.56900517884502e+01dB,2.26991893665073e+00°)
1.12201845430195e+04;(3.52824016085089e+01dB,2.21223101282740e+00°)
1.14815362149687e+04;(3.48751021764600e+01dB,2.15590472812480e+00°)
1.17489755493951e+04;(3.44681372274985e+01dB,2.10089719245621e+00°)
1.20226443461740e+04;(3.40614912767674e+01dB,2.04716713282330e+00°)
1.23026877081237e+04;(3.36551495792082e+01dB,1.99467480599885e+00°)
1.25892541179415e+04;(3.32490980930966e+01dB,1.94338191519708e+00°)
1.28824955169312e+04;(3.28433234456943e+01dB,1.89325153179181e+00°)
1.31825673855639e+04;(3.24378128984787e+01dB,1.84424802518718e+00°)
1.34896288259164e+04;(3.20325543175950e+01dB,1.79633699306979e+00°)
1.38038426460287e+04;(3.16275361431696e+01dB,1.74948519896575e+00°)
1.41253754462274e+04;(3.12227473612679e+01dB,1.70366051334234e+00°)
1.44543977074591e+04;(3.08181774773099e+01dB,1.65883185671152e+00°)
1.47910838816819e+04;(3.04138164915198e+01dB,1.61496914797808e+00°)
1.51356124843619e+04;(3.00096548741070e+01dB,1.57204325579941e+00°)
1.54881661891246e+04;(2.96056835435825e+01dB,1.53002595083715e+00°)
1.58489319246109e+04;(2.92018938436077e+01dB,1.48888986447194e+00°)
1.62181009735891e+04;(2.87982775248861e+01dB,1.44860844552207e+00°)
1.65958690743754e+04;(2.83948267240110e+01dB,1.40915592339553e+00°)
1.69824365246172e+04;(2.79915339458771e+01dB,1.37050727067446e+00°)
1.73780082874935e+04;(2.75883920463292e+01dB,1.33263816946148e+00°)
1.77827941003890e+04;(2.71853942152961e+01dB,1.29552497786161e+00°)
1.81970085860996e+04;(2.67825339612845e+01dB,1.25914470022169e+00°)
1.86208713666284e+04;(2.63798050959233e+01dB,1.22347495764624e+00°)
1.90546071796322e+04;(2.59772017206902e+01dB,1.18849396066171e+00°)
1.94984459975802e+04;(2.55747182133728e+01dB,1.15418048215744e+00°)
1.99526231496885e+04;(2.51723492142833e+01dB,1.12051383429138e+00°)
2.04173794466950e+04;(2.47700896148598e+01dB,1.08747384339618e+00°)
2.08929613085401e+04;(2.43679345462887e+01dB,1.05504082839973e+00°)
2.13796208950220e+04;(2.39658793678899e+01dB,1.02319557906171e+00°)
2.18776162394952e+04;(2.35639196570655e+01dB,9.91919336470898e-01°)
2.23872113856831e+04;(2.31620511993484e+01dB,9.61193772849127e-01°)
2.29086765276774e+04;(2.27602699791221e+01dB,9.31000973840604e-01°)
2.34422881531989e+04;(2.23585721701339e+01dB,9.01323420283650e-01°)
2.39883291901946e+04;(2.19569541274889e+01dB,8.72143972117700e-01°)
2.45470891568500e+04;(2.15554123792784e+01dB,8.43445851714805e-01°)
2.51188643150955e+04;(2.11539436187740e+01dB,8.15212629041122e-01°)
2.57039578276883e+04;(2.07525446978219e+01dB,7.87428206450294e-01°)
2.63026799189535e+04;(2.03512126184264e+01dB,7.60076804942632e-01°)
2.69153480392688e+04;(1.99499445280904e+01dB,7.33142950492758e-01°)
2.75422870333813e+04;(1.95487377114598e+01dB,7.06611461119564e-01°)
2.81838293126441e+04;(1.91475895861734e+01dB,6.80467434088598e-01°)
2.88403150312657e+04;(1.87464976958613e+01dB,6.54696234695821e-01°)
2.95120922666634e+04;(1.83454597056167e+01dB,6.29283483716469e-01°)
3.01995172040197e+04;(1.79444733962553e+01dB,6.04215046918183e-01°)
3.09029543251355e+04;(1.75435366597367e+01dB,5.79477024337869e-01°)
3.16227766016833e+04;(1.71426474950315e+01dB,5.55055739620809e-01°)
3.23593656929624e+04;(1.67418040024153e+01dB,5.30937730060395e-01°)
3.31131121482586e+04;(1.63410043810529e+01dB,5.07109737306527e-01°)
3.38844156139198e+04;(1.59402469238530e+01dB,4.83558697687502e-01°)
3.46736850452527e+04;(1.55395300142533e+01dB,4.60271733363298e-01°)
3.54813389233570e+04;(1.51388521222120e+01dB,4.37236143368431e-01°)
3.63078054770096e+04;(1.47382118015114e+01dB,4.14439395500477e-01°)
3.71535229097167e+04;(1.43376076865086e+01dB,3.91869117828542e-01°)
3.80189396320556e+04;(1.39370384886733e+01dB,3.69513090867192e-01°)
3.89045144994275e+04;(1.35365029941910e+01dB,3.47359239835044e-01°)
3.98107170553492e+04;(1.31360000616995e+01dB,3.25395627184100e-01°)
4.07380277804107e+04;(1.27355286189598e+01dB,3.03610445468638e-01°)
4.16869383470329e+04;(1.23350876609368e+01dB,2.81992009832567e-01°)
4.26579518801586e+04;(1.19346762480948e+01dB,2.60528751858428e-01°)
4.36515832240160e+04;(1.15342935035460e+01dB,2.39209212254723e-01°)
4.46683592150957e+04;(1.11339386113880e+01dB,2.18022034866268e-01°)
4.57088189614868e+04;(1.07336108161994e+01dB,1.96955960025340e-01°)
4.67735141287191e+04;(1.03333094187012e+01dB,1.75999818697182e-01°)
4.78630092322631e+04;(9.93303377696323e+00dB,1.55142526488262e-01°)
4.89778819368439e+04;(9.53278330344142e+00dB,1.34373077744930e-01°)
5.01187233627265e+04;(9.13255746457114e+00dB,1.13680540248779e-01°)
5.12861383991357e+04;(8.73235577913765e+00dB,9.30540495350744e-02°)
5.24807460249765e+04;(8.33217781651846e+00dB,7.24828036358531e-02°)
5.37031796370245e+04;(7.93202319771813e+00dB,5.19560581889763e-02°)
5.49540873857616e+04;(7.53189159273418e+00dB,3.14631213321771e-02°)
5.62341325190341e+04;(7.13178272021695e+00dB,1.09933489088700e-02°)
5.75439937337148e+04;(6.73169634834889e+00dB,-9.46385970796721e-03°)
5.88843655355580e+04;(6.33163229152627e+00dB,-2.99190668252456e-02°)
6.02559586074349e+04;(5.93159041243613e+00dB,-5.03828000233303e-02°)
6.16595001861473e+04;(5.53157062090217e+00dB,-7.08655563447154e-02°)
6.30957344480184e+04;(5.13157287345419e+00dB,-9.13778063668410e-02°)
6.45654229034646e+04;(4.73159717312699e+00dB,-1.11929997945618e-01°)
6.60693448007586e+04;(4.33164356996517e+00dB,-1.32532559581016e-01°)
6.76082975391972e+04;(3.93171216138066e+00dB,-1.53195903429970e-01°)
6.91830970918926e+04;(3.53180309077871e+00dB,-1.73930429231456e-01°)
7.07945784384127e+04;(3.13191654995683e+00dB,-1.94746526196295e-01°)
7.24435960074979e+04;(2.73205277757425e+00dB,-2.15654576626687e-01°)
7.41310241300906e+04;(2.33221206161178e+00dB,-2.36664957224354e-01°)
7.58577575029172e+04;(1.93239473756785e+00dB,-2.57788042503658e-01°)
7.76247116628680e+04;(1.53260119150165e+00dB,-2.79034205532028e-01°)
7.94328234724269e+04;(1.13283185940695e+00dB,-3.00413820145712e-01°)
8.12830516164087e+04;(7.33087228878156e-01dB,-3.21937261966145e-01°)
8.31763771102658e+04;(3.33367838690594e-01dB,-3.43614909910270e-01°)
8.51138038202363e+04;(-6.63257173112407e-02dB,-3.65457145657640e-01°)
8.70963589956067e+04;(-4.65992791922437e-01dB,-3.87474355176182e-01°)
8.91250938133732e+04;(-8.65632681563162e-01dB,-4.09676927839123e-01°)
9.12010839355896e+04;(-1.26524462526041e+00dB,-4.32075256094414e-01°)
9.33254300796977e+04;(-1.66482780264995e+00dB,-4.54679734258384e-01°)
9.54992586021421e+04;(-2.06438133320428e+00dB,-4.77500757462220e-01°)
9.77237220955795e+04;(-2.46390427309470e+00dB,-5.00548719103455e-01°)
1.00000000000000e+05;(-2.86339561455453e+00dB,-5.23834008866214e-01°)
